time,amplitude
5454.67529297,1.47058821
5454.67529297,0.25490198
5454.67529297,0.03921569
5454.67529297,0.50980395
5454.68701172,2.11764717
5454.68701172,3.25490189
5454.68701172,2.76470590
5454.68701172,0.86274511
5454.69531250,0.17647059
5454.69531250,0.07843138
5454.69531250,1.05882359
5454.70751953,2.72549009
5454.70751953,3.33333325
5454.70751953,2.19607854
5454.70751953,0.47058824
5454.72021484,0.09803922
5454.72021484,0.25490198
5454.72021484,1.56862748
5454.72021484,3.00000000
5454.72802734,3.25490189
5454.72802734,1.52941179
5454.74072266,0.05882353
5454.74072266,0.56862748
5454.74072266,2.09803915
5454.74072266,3.23529410
5454.75244141,2.78431368
5454.75244141,0.90196079
5454.75244141,0.17647059
5454.75244141,0.07843138
5454.76513672,1.00000000
5454.76513672,2.68627453
5454.76513672,3.31372547
5454.76513672,2.19607854
5454.77294922,0.49019608
5454.77294922,0.09803922
5454.77294922,0.23529412
5454.78564453,1.47058821
5454.78564453,2.98039222
5454.78564453,3.25490189
5454.78564453,1.54901958
5454.79785156,0.29411766
5454.79785156,0.07843138
5454.79785156,0.52941179
5454.79785156,2.05882359
5454.81054688,3.23529410
5454.81054688,2.80392146
5454.81054688,0.92156863
5454.81054688,0.19607843
5454.81835938,0.07843138
5454.81835938,0.98039216
5454.81835938,2.66666675
5454.83056641,3.29411769
5454.83056641,2.21568632
5454.83056641,0.49019608
5454.83056641,0.09803922
5454.84277344,0.19607843
5454.84277344,1.43137252
5454.84277344,2.96078420
5454.84277344,3.25490189
5454.85546875,1.54901958
5454.85546875,0.27450982
5454.85546875,0.03921569
5454.85546875,0.41176471
5454.86328125,2.01960778
5454.86328125,3.19607854
5454.86328125,2.82352948
5454.87597656,0.88235295
5454.87597656,0.15686275
5454.87597656,0.03921569
5454.87597656,0.88235295
5454.88769531,2.62745094
5454.88769531,3.29411769
5454.88769531,2.21568632
5454.88769531,0.45098040
