Время (с),A0 (В),A1 (В)
33.33566331863403,4.333,
33.34424710273743,2.941,
33.356794595718384,2.471,
33.36435103416443,2.353,
33.37722182273865,3.451,
33.38472890853882,2.608,
33.39354395866394,2.922,
33.40606880187988,2.569,
33.41358661651611,2.078,
33.42561173439026,1.627,
33.43470549583435,2.392,
33.44633674621582,1.882,
33.454878091812134,2.235,
33.46690917015076,1.745,
33.475165605545044,2.000,
33.48319625854492,1.745,
33.495219707489014,2.980,
33.503729581832886,2.784,
33.51579976081848,2.980,
33.524348974227905,2.353,
33.53711295127869,2.608,
33.54527544975281,2.294,
33.55735731124878,2.706,
33.56449508666992,2.176,
33.573516607284546,2.725,
33.58609104156494,1.941,
33.59386920928955,2.431,
33.606059074401855,2.176,
33.61408591270447,2.745,
33.626593589782715,1.941,
33.63489103317261,2.353,
33.64655327796936,2.412,
33.65508699417114,3.039,
33.66761803627014,2.451,
33.67597770690918,3.039,
33.68851184844971,2.686,
33.69610381126404,3.275,
33.704859495162964,2.314,
33.71639895439148,2.255,
33.72491002082825,2.039,
33.73714900016785,3.275,
33.74515438079834,2.961,
33.75776815414429,3.157,
33.766279220581055,2.255,
33.778313636779785,2.392,
33.78653883934021,1.863,
33.799232721328735,2.235,
33.80678582191467,1.843,
33.81832146644592,2.235,
33.82766103744507,2.176,
33.83623456954956,2.824,
33.84827494621277,2.569,
33.856297969818115,2.569,
33.86881446838379,2.216,
33.876386880874634,3.314,
33.88895392417908,3.333,
33.89759063720703,3.157,
33.90520977973938,2.471,
33.91775631904602,2.941,
33.92578673362732,2.255,
33.93843221664429,2.412,
33.94672346115112,2.275,
33.958250284194946,2.686,
33.966740131378174,2.118,
33.979264974594116,2.392,
33.987303495407104,2.020,
33.99532389640808,3.000,
34.00734233856201,2.529,
34.01611280441284,2.569,
34.02875232696533,2.118,
34.03652620315552,2.176,
34.04805827140808,1.549,
34.05656838417053,1.922,
34.06934070587158,2.216,
34.07785081863403,3.000,
34.0858838558197,3.157,
34.09750699996948,3.275,
34.10605764389038,2.471,
34.11839318275452,2.529,
34.12608766555786,2.353,
34.13868045806885,2.275,
34.1472852230072,2.039,
34.15914607048035,1.980,
34.167683362960815,2.098,
34.179487466812134,2.647,
34.18750619888306,2.725,
34.199547290802,2.255,
34.20814299583435,2.294,
34.216652393341064,2.412,
34.229159116744995,2.510,
34.23696947097778,2.451,
34.24963092803955,2.314,
34.25714039802551,2.706,
34.27017259597778,2.392,
34.27768635749817,2.588,
34.29024934768677,3.392,
34.298906564712524,2.902,
34.31125831604004,2.706,
34.319329023361206,2.922,
34.3318452835083,2.902,
34.33888626098633,2.235,
34.34813213348389,2.784,
34.35959434509277,2.373,
34.36847901344299,2.000,
34.38101005554199,1.922,
34.38903260231018,2.882,
34.4010534286499,2.745,
34.40856313705444,2.529,
34.416396379470825,2.000,
34.429929971694946,2.431,
34.43783664703369,2.157,
34.45004725456238,2.902,
34.45880842208862,2.706,
34.47031903266907,2.176,
34.47885322570801,2.118,
34.49079132080078,2.784,
34.49960112571716,2.255,
34.51119136810303,2.667,
34.519259452819824,2.294,
34.5324912071228,2.294,
34.54053711891174,1.745,
34.548054218292236,1.863,
34.5608594417572,1.745,
34.56836485862732,2.275,
34.58157730102539,2.098,
34.58965754508972,2.294,
34.60177040100098,2.098,
34.60983324050903,2.157,
34.62231945991516,1.882,
34.63042140007019,2.588,
34.64174246788025,2.686,
34.65131735801697,2.902,
34.662845611572266,3.020,
34.67086887359619,3.392,
34.679890632629395,2.627,
34.69186544418335,2.490,
34.69958758354187,2.039,
34.712610960006714,2.549,
34.720268964767456,2.314,
34.732815980911255,2.529,
34.7406644821167,2.098,
34.75368618965149,2.529,
34.76146864891052,2.471,
34.7699818611145,3.020,
34.7816686630249,2.922,
34.79022789001465,2.804,
34.80177927017212,2.549,
34.81088209152222,2.686,
34.82290005683899,2.176,
34.83093500137329,2.510,
34.84260010719299,2.373,
34.85123038291931,2.275,
34.864280462265015,2.098,
34.871511459350586,1.902,
